Area_ID,Latitude,Longitude,Crime_Count,Violent_Crime,Theft_Count,Assault_Count,Harassment_Count,Hour,Day,Month,Weekend,Streetlight_Count,Working_Streetlights,Broken_Streetlights,Population_Density,Footfall,Bus_Stop_Count,Metro_Distance_km,Police_Distance_km,Hospital_Distance_km,School_Count,Commercial_Area,Residential_Area,Weather,Visibility,CCTV_Count,Previous_Risk,Crime_Trend,Emergency_Calls,Risk_Level
38926,13.242704919560456,80.34197668072412,13,4,8,0,4,11,Tue,6,0,18,18,0,8899,2588,27,14.49,2.7,11.52,19,1,0,Cloudy,Good,22,Medium,Stable,10,Low
38927,13.105375720023964,80.56224392302713,71,28,42,7,21,19,Tue,12,1,59,40,19,4452,3981,3,0.6,11.39,2.66,6,0,1,Cloudy,Poor,52,Low,Increasing,56,High
38928,13.364985167629678,80.413255152778,39,18,8,0,18,13,Fri,4,0,16,16,0,16608,220,21,12.94,7.94,2.21,12,0,1,Rain,Medium,54,Medium,Decreasing,46,High
38929,13.21817786269638,80.01533088955735,75,4,43,4,0,11,Thu,4,0,26,19,7,8871,4994,16,13.83,1.07,2.66,11,0,1,Fog,Poor,64,Medium,Stable,20,High
38930,13.232830648265864,80.47761755464899,55,16,31,4,12,22,Tue,5,0,73,70,3,7889,3358,3,14.2,11.34,2.4,12,1,0,Sunny,Good,61,Low,Decreasing,21,High
38931,13.068916839525732,80.40804357202637,1,0,0,0,0,5,Thu,10,0,44,36,8,15018,1789,29,10.66,10.79,4.56,18,1,0,Sunny,Poor,65,High,Stable,25,Low
38932,13.321102978808161,80.02653199049865,22,4,3,2,2,1,Sun,9,0,45,34,11,18214,1693,3,11.71,3.75,8.55,6,1,1,Cloudy,Poor,78,High,Decreasing,33,Medium
38933,13.365604167107502,80.54253818452008,26,10,3,1,9,15,Wed,1,1,53,46,7,3982,1481,30,11.76,7.64,8.46,8,0,1,Cloudy,Poor,11,Medium,Stable,13,High
38934,13.328881372874248,80.43538309332345,52,0,41,0,0,16,Tue,10,1,27,23,4,19380,3154,0,6.12,7.05,6.28,4,0,1,Rain,Medium,5,High,Stable,59,High
38935,13.365460756969398,80.0871748465541,0,0,0,0,0,16,Mon,2,1,6,4,2,3599,3894,5,9.28,10.72,9.49,0,0,1,Fog,Poor,31,High,Increasing,28,Low
38936,12.841986273138172,80.57920533689253,19,5,13,0,5,4,Sun,7,0,77,57,20,9781,1701,11,11.16,8.28,10.67,14,1,0,Rain,Good,65,Medium,Increasing,35,Medium
38937,13.310629874072063,80.12956594427443,64,15,8,1,14,4,Thu,6,1,53,42,11,18370,4976,14,6.3,10.04,6.34,20,0,1,Fog,Medium,80,Low,Stable,4,High
38938,13.340418061871587,80.55303672774565,70,1,25,0,1,7,Fri,12,0,22,18,4,23340,4608,8,0.13,9.04,2.27,3,1,0,Rain,Medium,86,Low,Increasing,44,High
38939,12.998076147773292,80.58376650016281,80,38,28,30,8,15,Thu,6,0,37,27,10,9461,4771,23,4.84,4.38,11.05,6,1,0,Cloudy,Good,42,Low,Stable,8,High
38940,13.145721853707276,80.36193161552517,17,0,15,0,0,15,Fri,1,1,78,56,22,15799,2631,13,5.34,3.22,7.62,16,1,1,Fog,Good,15,High,Decreasing,51,Medium
38941,13.278921490952875,80.46267021300048,25,8,6,4,4,8,Fri,1,0,20,17,3,10152,1224,25,14.99,3.97,3.41,6,1,1,Cloudy,Poor,80,High,Decreasing,48,Low
38942,12.851574156300693,80.24877048329094,53,5,18,3,2,1,Fri,8,1,61,44,17,6024,1583,15,11.04,0.5,7.36,14,1,0,Sunny,Good,76,Medium,Stable,53,High
38943,13.007186710693254,80.30428296350084,22,6,15,1,5,6,Fri,7,0,7,5,2,21989,2602,5,0.48,3.36,11.5,20,0,1,Fog,Good,22,Low,Stable,24,Medium
38944,13.092072021313168,80.47935758632292,72,18,44,12,6,17,Sun,6,0,71,58,13,9536,2963,20,4.14,1.01,8.39,19,0,1,Cloudy,Good,43,Low,Stable,23,High
38945,12.98411245067198,80.27756830167523,10,0,8,0,0,18,Wed,12,0,32,24,8,19205,144,10,4.98,6.72,11.02,3,1,1,Fog,Good,35,Low,Stable,55,Low
38946,13.063086790881364,80.1560833603263,3,1,0,0,1,9,Sun,12,0,8,8,0,16433,2692,1,8.03,9.77,5.17,10,0,1,Cloudy,Good,38,High,Decreasing,33,Low
38947,13.220554726451928,80.15870694017529,44,11,23,2,9,8,Sun,9,1,44,44,0,8183,571,21,3.96,5.67,3.68,4,0,1,Rain,Good,36,High,Decreasing,16,High
38948,13.023635667285632,80.29773540586031,19,5,1,3,2,23,Sat,6,0,17,14,3,22150,163,13,5.24,9.6,5.17,16,1,0,Sunny,Medium,78,High,Stable,41,Medium
38949,13.329856909225859,80.50301270897333,25,1,10,0,1,22,Tue,6,0,73,65,8,1438,3283,3,6.05,9.86,1.47,18,0,1,Sunny,Good,38,Medium,Increasing,9,Medium
38950,12.922741376963097,80.39266722289685,79,10,65,9,1,11,Thu,2,0,46,40,6,20355,1485,12,0.51,5.37,0.97,16,0,1,Sunny,Poor,87,Medium,Stable,51,High
38951,13.394061538518894,80.47524607234308,45,10,28,8,2,23,Sun,7,0,23,19,4,17018,4404,23,4.47,10.12,1.0,7,0,1,Sunny,Good,59,Medium,Stable,13,High
38952,13.369984780634692,80.06546153733204,45,5,20,5,0,2,Sat,12,0,15,14,1,22233,2334,10,5.12,8.86,0.3,12,0,1,Cloudy,Poor,42,Medium,Stable,12,High
38953,12.873400115969693,80.35056673310551,11,3,1,3,0,23,Sat,12,0,67,54,13,5918,3882,12,4.37,8.42,1.11,3,1,1,Fog,Good,97,Medium,Decreasing,47,Low
38954,13.262359445489857,80.04670672897586,9,4,5,4,0,3,Tue,3,0,68,64,4,9141,4250,22,5.37,3.31,8.0,1,0,1,Fog,Medium,45,High,Stable,43,Low
38955,12.925460555413796,80.09561683518831,68,34,3,23,11,1,Mon,10,0,13,11,2,17718,1952,5,11.92,0.63,7.04,9,1,0,Fog,Good,57,Medium,Decreasing,60,High
38956,13.059708099846272,80.26435515110244,13,1,9,1,0,4,Sun,5,0,14,14,0,18380,1316,25,0.15,7.09,8.89,15,1,1,Rain,Good,55,Medium,Decreasing,28,Low
38957,13.327350317785633,80.39546324294498,57,16,37,16,0,13,Wed,7,0,18,14,4,10198,268,4,4.85,7.35,9.3,12,1,0,Rain,Poor,71,High,Stable,58,High
38958,13.100810335763576,80.47348333395031,41,8,22,5,3,14,Thu,7,0,34,27,7,18116,2998,16,5.35,2.39,1.26,6,0,1,Fog,Poor,15,Medium,Increasing,11,High
38959,12.97608699926475,80.52279327043935,28,5,12,5,0,2,Tue,8,0,22,22,0,16496,4296,24,13.87,8.4,7.2,20,0,1,Sunny,Poor,70,Medium,Increasing,10,Medium
38960,13.054201421135584,80.03076236445428,17,7,1,6,1,20,Mon,5,0,48,43,5,23494,3312,8,14.73,4.46,6.54,6,0,1,Fog,Good,37,Low,Decreasing,24,Medium
38961,13.363800202689513,80.12806554699117,28,7,6,7,0,17,Tue,3,0,67,61,6,13492,4512,21,2.4,11.87,11.76,0,0,1,Fog,Poor,24,Medium,Stable,28,Medium
38962,12.962834895021851,80.2181491086939,4,2,2,1,1,22,Tue,10,0,52,36,16,4009,2670,28,5.76,3.91,3.82,10,0,1,Fog,Poor,20,High,Stable,4,Low
38963,13.364247076370386,80.5245085672415,80,1,36,0,1,10,Sat,9,0,47,34,13,16965,4844,13,13.82,8.87,9.02,19,0,1,Rain,Good,50,Low,Decreasing,20,High
38964,13.386100261136452,80.30501557268465,36,2,20,1,1,21,Sun,9,1,49,49,0,6214,102,4,11.24,7.42,9.12,17,1,0,Rain,Good,60,Medium,Increasing,35,Medium
38965,12.81881652777025,80.19773022027275,25,1,4,0,1,20,Thu,5,0,25,19,6,7502,2750,21,4.91,6.78,0.22,10,1,0,Fog,Medium,28,High,Increasing,47,Medium
38966,12.906678379409408,80.2462630836219,6,3,1,2,1,3,Thu,2,0,40,30,10,22593,4040,18,4.94,1.2,0.41,13,0,1,Rain,Medium,32,Medium,Increasing,55,Low
38967,13.16410138326815,80.29058960787259,3,0,3,0,0,8,Tue,10,0,48,39,9,2364,3734,10,11.95,0.42,9.28,20,1,0,Cloudy,Medium,27,High,Increasing,46,Low
38968,13.311215506334692,80.1516206412384,5,0,1,0,0,18,Fri,8,0,30,28,2,14312,2827,21,3.23,3.97,1.24,10,0,1,Fog,Good,46,High,Increasing,15,Low
38969,13.096039805393426,80.3659403515703,66,14,21,13,1,19,Sun,6,1,28,22,6,13928,141,7,6.13,4.95,8.85,9,0,1,Sunny,Good,68,Medium,Increasing,46,High
38970,12.866217149670405,80.105464620607,64,4,11,3,1,20,Mon,6,1,11,8,3,3456,4849,2,4.74,9.9,5.89,9,0,1,Rain,Medium,12,Medium,Increasing,43,High
38971,12.826234199727978,80.19009931183474,19,8,6,2,6,17,Mon,2,0,25,24,1,10075,3908,20,12.93,7.39,9.83,8,0,1,Sunny,Medium,11,Low,Increasing,37,Medium
38972,13.067900097290376,80.58599322745266,77,20,52,2,18,5,Wed,12,0,35,35,0,11953,504,7,1.22,3.86,3.7,14,1,1,Sunny,Good,60,High,Decreasing,28,High
38973,13.240285279899952,80.04198561244516,72,4,0,3,1,10,Mon,4,0,73,57,16,793,809,18,8.43,3.35,6.29,16,0,1,Rain,Medium,69,Low,Decreasing,34,High
38974,13.24326363905737,80.49246631647841,25,10,13,10,0,19,Sat,9,1,22,18,4,17537,4272,26,11.03,6.44,11.15,6,1,0,Fog,Medium,16,Low,Decreasing,11,Medium
38975,13.211775779758476,80.14492461100292,8,0,3,0,0,0,Sat,1,0,48,37,11,7871,2785,11,10.22,4.31,4.85,9,0,1,Cloudy,Medium,88,High,Increasing,52,Low
38976,13.265443362244422,80.21697077244004,24,10,6,3,7,13,Thu,9,1,35,26,9,20727,1886,7,0.92,7.55,6.61,11,1,0,Sunny,Medium,88,High,Increasing,45,Medium
38977,13.31249778659561,80.5064455122991,58,15,6,11,4,2,Sun,2,0,79,55,24,2141,2132,14,8.63,1.24,4.15,5,1,0,Sunny,Medium,25,Medium,Decreasing,2,High
38978,12.871823917832563,80.43246244818616,43,5,12,0,5,1,Tue,9,1,57,46,11,4179,2577,24,3.2,3.7,7.23,4,1,1,Cloudy,Medium,58,High,Decreasing,35,High
38979,13.015812996802385,80.04685984002882,78,18,12,17,1,11,Tue,3,0,63,45,18,8608,4729,27,5.75,10.89,3.1,3,0,1,Sunny,Good,96,Low,Increasing,38,High
38980,13.229173390308622,80.49883274511873,4,1,1,1,0,10,Sun,6,1,27,20,7,2777,3865,12,10.96,4.39,7.32,20,1,1,Rain,Good,1,Medium,Increasing,42,Low
38981,13.264794537281695,80.0219213049899,55,4,15,2,2,0,Fri,12,1,73,55,18,23367,1241,13,11.47,6.36,9.95,19,0,1,Cloudy,Poor,15,Low,Increasing,48,High
38982,12.869974306458973,80.49250291701998,44,17,9,13,4,23,Wed,4,0,51,40,11,8826,3000,14,14.88,3.47,1.84,1,0,1,Sunny,Poor,87,Medium,Increasing,1,High
38983,12.985010077271728,80.40962820764642,76,37,39,0,37,8,Mon,8,1,48,39,9,18093,4477,19,5.27,1.41,7.26,12,1,1,Sunny,Good,85,Low,Increasing,31,High
38984,12.842760918948382,80.56603805970863,59,22,28,10,12,23,Fri,12,0,14,12,2,21068,349,20,7.39,0.74,8.97,5,1,1,Rain,Poor,59,Low,Increasing,18,High
38985,12.975642928862683,80.1422270612253,39,1,7,1,0,15,Mon,9,0,17,17,0,8305,884,17,5.03,5.12,3.04,13,1,1,Sunny,Medium,87,High,Increasing,44,Medium
38986,13.285159059117092,80.49856065329942,70,6,16,0,6,12,Fri,5,0,23,17,6,21617,3618,15,9.59,1.29,0.62,18,0,1,Rain,Good,99,Medium,Stable,3,High
38987,13.258412096711853,80.24769731123044,47,1,23,0,1,4,Sun,5,0,71,59,12,17338,3826,29,11.61,8.78,9.02,10,0,1,Fog,Good,44,Medium,Increasing,7,High
38988,12.845782964977777,80.0326259768815,8,0,6,0,0,23,Fri,9,0,59,59,0,662,1385,25,10.95,9.06,6.77,13,0,1,Cloudy,Medium,8,Medium,Stable,19,Low
38989,13.009033500074068,80.38049547896122,1,0,0,0,0,20,Mon,9,1,6,4,2,988,2215,0,0.47,4.15,2.25,4,1,1,Fog,Medium,94,Medium,Stable,36,Low
38990,12.874017343962816,80.33838915338104,43,11,11,5,6,14,Sat,3,0,41,30,11,12056,3911,20,9.42,7.83,8.88,1,0,1,Rain,Good,37,Medium,Stable,46,High
38991,13.284183023944166,80.45973386488204,42,1,23,1,0,3,Tue,3,0,48,35,13,17000,3814,10,8.25,9.96,4.45,9,0,1,Fog,Poor,38,Low,Stable,60,High
38992,13.383316634502078,80.28481790843186,13,1,8,0,1,3,Sat,10,1,59,59,0,11503,4039,25,2.49,7.95,6.97,16,0,1,Rain,Medium,96,High,Decreasing,7,Low
38993,13.083153341471112,80.04981378372754,10,1,3,1,0,7,Wed,12,1,11,11,0,16367,1571,30,10.73,7.21,4.65,15,1,0,Rain,Medium,82,High,Stable,15,Low
38994,12.901423070833706,80.53648820743733,35,11,13,7,4,6,Thu,9,0,35,25,10,4511,1082,11,12.53,3.21,10.71,2,1,0,Rain,Medium,63,Medium,Decreasing,18,High
38995,13.332867111201885,80.53623662448737,23,6,17,0,6,11,Mon,10,1,79,67,12,13904,2133,0,13.67,10.62,10.08,10,1,1,Sunny,Good,53,High,Increasing,46,Medium
38996,12.908496589193184,80.3745701331595,70,14,12,1,13,8,Fri,4,0,29,22,7,10309,1376,15,12.49,9.89,7.69,20,0,1,Cloudy,Medium,72,High,Increasing,10,High
38997,13.168881965624085,80.24908765156157,80,32,2,10,22,20,Thu,11,0,9,6,3,2941,526,7,1.99,0.73,4.35,15,0,1,Sunny,Poor,34,Medium,Increasing,39,High
38998,13.033163593515878,80.55543660042503,59,6,47,2,4,4,Tue,6,0,49,35,14,22384,195,30,5.59,6.87,3.48,7,1,1,Sunny,Medium,55,Medium,Stable,40,High
38999,13.202562882120677,80.18023913421703,49,16,22,14,2,3,Fri,8,1,22,22,0,1527,1444,13,3.56,0.55,4.55,18,0,1,Rain,Poor,8,High,Stable,52,High
39000,13.386359066982328,80.5224157701536,32,3,11,0,3,18,Mon,7,0,16,12,4,16094,3066,25,13.33,3.05,9.32,6,1,1,Fog,Good,88,Low,Stable,40,Low
39001,13.177202757497843,80.32419538195018,19,5,5,3,2,16,Fri,10,0,74,65,9,12898,1489,16,10.81,5.29,1.58,15,0,1,Sunny,Poor,41,Medium,Decreasing,22,Low
39002,13.17085506149966,80.15684550160705,53,13,30,12,1,0,Tue,2,1,43,35,8,6287,4132,16,3.36,6.5,7.52,6,1,1,Rain,Medium,11,Low,Stable,41,High
39003,12.95765267777819,80.1953412693578,36,8,1,4,4,23,Sun,1,1,48,34,14,3481,3767,26,13.29,3.92,11.21,15,1,0,Fog,Good,1,Medium,Decreasing,23,High
39004,13.171741171928693,80.19262824384487,8,2,5,2,0,19,Fri,4,0,10,10,0,1857,4173,9,9.58,1.05,1.04,12,1,0,Sunny,Good,76,High,Stable,3,Low
39005,13.000653008321454,80.51576192638674,66,25,30,12,13,18,Mon,6,1,66,53,13,2204,370,7,6.03,7.81,5.82,9,1,1,Rain,Good,8,Low,Stable,41,High
39006,12.946870143008228,80.41462190382282,39,17,2,3,14,18,Mon,6,0,19,14,5,20277,3924,4,1.88,10.63,1.2,17,1,1,Sunny,Poor,37,High,Stable,30,High
39007,13.11000506855099,80.02922438290686,11,4,3,4,0,6,Tue,10,1,38,34,4,24613,2232,5,11.73,10.95,9.82,14,0,1,Fog,Good,9,Medium,Stable,23,Medium
39008,13.172294499861463,80.21413310855239,56,8,33,7,1,16,Thu,10,0,68,49,19,17107,255,12,14.1,1.51,6.21,6,1,0,Rain,Medium,20,High,Stable,59,High
39009,13.05527917488454,80.59327728910962,57,28,18,28,0,21,Sat,11,1,67,54,13,21354,4356,23,9.0,9.09,2.15,11,0,1,Rain,Good,32,Medium,Stable,39,High
39010,12.936487896996374,80.17309637497927,8,0,2,0,0,5,Mon,6,1,59,43,16,14069,3005,11,2.18,6.2,3.68,13,0,1,Rain,Good,50,Low,Increasing,16,Low
39011,13.203363382911462,80.22288591589233,23,4,14,2,2,10,Sat,11,0,36,35,1,8301,516,14,10.93,3.85,7.52,2,1,0,Fog,Good,0,Low,Increasing,31,Medium
39012,13.102089045969668,80.53026438958682,14,6,4,1,5,15,Sun,5,0,64,48,16,6198,4361,17,10.18,8.52,5.41,20,1,1,Fog,Poor,39,Medium,Stable,9,Medium
39013,13.276172660434138,80.15278806953313,16,8,4,4,4,8,Tue,12,0,17,17,0,19449,4693,24,7.88,7.08,2.18,14,0,1,Cloudy,Poor,75,High,Decreasing,17,Low
39014,13.049994262221588,80.03285562067474,54,7,41,7,0,13,Fri,4,1,25,18,7,2298,3975,18,12.49,2.14,2.12,3,1,0,Cloudy,Good,72,Medium,Decreasing,5,High
39015,13.075681915331351,80.19814523552643,49,17,10,3,14,13,Mon,12,1,35,27,8,18744,197,29,5.1,4.69,10.86,4,0,1,Sunny,Good,39,High,Increasing,7,High
39016,13.26475270513314,80.32023487528294,63,17,41,10,7,11,Wed,12,0,13,9,4,15719,717,28,14.18,4.72,11.79,13,1,1,Cloudy,Good,94,Medium,Decreasing,0,High
39017,13.146452359736433,80.47988224206358,37,5,22,1,4,4,Wed,5,1,66,63,3,3800,2483,6,2.15,8.91,4.9,9,0,1,Sunny,Good,11,Medium,Increasing,9,High
39018,13.24324553150064,80.00245910650298,46,11,25,11,0,13,Fri,10,1,47,46,1,534,4918,15,10.76,2.42,3.02,11,1,0,Rain,Good,46,Medium,Stable,59,High
39019,12.8127315585899,80.51559298473195,19,7,6,6,1,3,Fri,9,0,53,45,8,13853,612,18,13.81,7.52,8.17,7,0,1,Cloudy,Good,25,Low,Stable,45,Medium
39020,13.221231819302691,80.32294942608496,78,19,25,1,18,21,Mon,8,1,61,56,5,19135,2226,8,7.75,7.58,2.34,11,0,1,Sunny,Poor,16,High,Increasing,45,High
39021,13.037674732550803,80.57533475296344,12,5,6,0,5,6,Mon,6,1,30,24,6,17558,2203,13,5.98,8.21,9.46,10,1,0,Sunny,Medium,34,Low,Increasing,24,Low
39022,13.11283053115634,80.0274267148471,23,0,17,0,0,4,Sun,1,0,40,36,4,21780,515,9,4.52,11.96,1.3,11,1,0,Rain,Poor,99,High,Stable,2,Medium
39023,12.969281867272315,80.45412235195727,79,38,6,9,29,15,Fri,3,0,52,39,13,7766,2991,8,12.08,9.29,10.8,4,0,1,Rain,Medium,70,High,Decreasing,13,High
39024,13.184831512752758,80.39859886855888,14,6,8,1,5,3,Wed,11,1,69,57,12,3940,4127,12,12.97,1.23,3.75,0,0,1,Rain,Medium,19,Medium,Increasing,43,Medium
39025,12.85348695011572,80.45136981588765,69,22,12,20,2,3,Mon,8,1,75,62,13,20607,2222,24,6.59,11.05,8.03,12,0,1,Cloudy,Good,88,Medium,Increasing,56,High
39026,13.163778286193036,80.4012172514001,80,20,32,2,18,15,Sun,2,0,34,28,6,16945,1115,11,13.08,10.27,10.43,7,0,1,Sunny,Poor,68,Low,Increasing,33,High
39027,12.838987023979676,80.08690250834815,50,19,2,2,17,12,Fri,4,0,49,49,0,13971,4509,2,3.24,1.87,2.45,2,0,1,Fog,Good,26,High,Increasing,15,High
39028,13.391922333716202,80.19745112854923,29,14,4,2,12,1,Mon,7,0,51,41,10,5173,1901,14,14.2,1.86,0.74,18,1,0,Fog,Medium,16,Low,Increasing,21,High
39029,13.073401555266189,80.33560015551288,55,19,29,15,4,9,Fri,11,1,53,44,9,16317,4663,6,2.37,0.36,7.35,15,0,1,Sunny,Poor,18,Low,Increasing,59,High
39030,13.02477557598464,80.58737025858804,74,19,25,8,11,11,Fri,3,0,21,21,0,12939,4733,16,13.58,7.22,1.51,3,1,0,Fog,Good,23,Medium,Stable,55,High
39031,13.209845954940757,80.28952225564828,21,6,0,6,0,3,Wed,12,0,15,11,4,18315,2363,4,9.54,4.77,2.6,11,1,1,Cloudy,Poor,100,Medium,Increasing,20,Low
39032,13.362329950475544,80.53630786149506,3,0,3,0,0,17,Fri,7,1,68,63,5,19261,3590,23,11.22,4.21,10.46,6,1,1,Sunny,Medium,69,High,Decreasing,8,Low
39033,13.289844913865654,80.42500198308714,71,27,37,9,18,0,Wed,4,1,42,30,12,17789,3701,3,3.78,9.54,1.32,11,0,1,Sunny,Poor,33,High,Increasing,29,High
39034,12.957936696920582,80.1846886395638,11,3,5,2,1,21,Thu,4,1,12,10,2,19749,4406,25,6.71,11.93,8.25,10,1,1,Fog,Poor,38,Low,Stable,13,Medium
39035,13.042986079372133,80.4427804756258,78,10,13,1,9,2,Fri,11,1,11,11,0,18130,813,7,9.81,7.77,3.05,1,0,1,Rain,Medium,21,Medium,Decreasing,40,High
39036,13.286564842137002,80.11254967746437,69,4,15,3,1,22,Mon,4,0,48,34,14,10376,761,21,4.31,9.85,1.21,10,0,1,Sunny,Good,57,Low,Increasing,48,High
39037,13.380969529388114,80.29170143268982,73,29,28,3,26,14,Mon,5,0,34,25,9,6172,2854,2,0.71,9.64,5.37,4,0,1,Cloudy,Medium,81,High,Decreasing,30,High
39038,13.36757911775113,80.53950135738191,39,7,1,1,6,6,Wed,10,0,61,52,9,24118,3294,16,7.67,3.98,1.44,4,1,0,Fog,Good,28,High,Stable,32,Medium
39039,13.398967122007388,80.26074504971086,13,2,5,2,0,9,Fri,7,0,28,26,2,23414,2804,7,0.73,6.99,1.55,11,0,1,Rain,Medium,92,Medium,Decreasing,4,Low
39040,13.218900374822152,80.34637732250921,61,4,57,3,1,1,Sat,5,1,12,9,3,7310,2867,29,1.21,2.44,4.0,5,1,1,Fog,Poor,39,Medium,Increasing,45,High
39041,13.218913759760856,80.44424622820239,44,8,20,4,4,10,Fri,3,0,69,49,20,7004,2473,20,7.38,7.31,7.8,1,1,1,Sunny,Medium,85,Medium,Decreasing,10,High
39042,12.970634995203962,80.18107191269358,62,18,40,18,0,19,Sat,5,0,27,23,4,24415,456,15,5.56,10.8,8.36,10,1,0,Rain,Good,42,High,Increasing,59,High
39043,12.904149817616165,80.09211291679273,46,9,30,7,2,2,Wed,3,0,78,76,2,12426,1472,9,13.59,10.42,4.99,2,1,1,Fog,Poor,94,High,Stable,33,High
39044,13.172387193020779,80.31962069750573,75,14,26,12,2,20,Thu,1,0,54,45,9,1623,2630,10,10.08,4.06,2.57,19,1,0,Cloudy,Good,12,Medium,Stable,42,High
39045,12.85379370441404,80.11210717390536,11,3,8,0,3,9,Mon,6,1,80,72,8,14880,4507,15,6.8,10.33,7.53,4,1,1,Fog,Medium,29,Low,Decreasing,30,Low
39046,13.252729596348361,80.5055563363284,53,21,7,2,19,11,Tue,5,1,44,42,2,22977,419,9,14.51,2.07,2.51,19,1,0,Fog,Poor,83,Low,Stable,29,High
39047,13.374477104388326,80.01370645009084,13,3,3,2,1,12,Sat,4,0,80,65,15,4011,4934,7,3.35,1.81,0.79,13,0,1,Cloudy,Good,4,Medium,Stable,56,Low
39048,13.3810498424659,80.51937933802473,55,6,5,0,6,12,Fri,3,1,54,49,5,6560,269,27,7.15,6.03,1.57,2,0,1,Cloudy,Good,6,Medium,Decreasing,32,High
39049,12.9466405030625,80.16510715010914,22,1,14,0,1,21,Tue,10,0,49,47,2,2071,370,25,12.71,8.49,2.68,7,0,1,Cloudy,Poor,45,Medium,Decreasing,30,Medium
39050,12.901394043313953,80.11228882594817,63,1,45,1,0,5,Fri,8,0,76,68,8,10917,3813,19,8.45,10.6,10.85,5,1,1,Sunny,Medium,92,Medium,Increasing,14,High
39051,12.93293842133102,80.38505642576888,40,9,0,4,5,6,Sun,2,0,14,13,1,22613,1194,2,7.34,3.66,4.47,20,0,1,Rain,Poor,69,Low,Decreasing,56,Medium
39052,13.101800922350057,80.58754562827423,2,0,2,0,0,12,Fri,2,0,15,12,3,17987,1789,8,2.07,2.8,8.14,16,1,1,Fog,Good,8,High,Increasing,30,Low
39053,13.230402587200805,80.55867112696517,71,26,22,20,6,7,Fri,10,0,77,77,0,24497,3216,18,12.02,2.73,1.82,12,1,1,Sunny,Good,27,High,Decreasing,14,High
39054,13.292682042129545,80.39959452041762,57,22,20,15,7,6,Sun,4,0,54,44,10,12672,4257,20,3.32,2.34,11.7,15,1,0,Sunny,Medium,32,Medium,Increasing,0,High
39055,12.871067397265486,80.37278737271546,64,26,28,25,1,11,Sun,7,1,47,34,13,18149,643,7,11.12,10.43,1.63,13,1,1,Cloudy,Medium,81,Medium,Decreasing,6,High
39056,13.283417281952167,80.40336973892225,37,5,3,4,1,23,Wed,7,1,28,24,4,4855,1,14,5.05,5.83,9.62,15,1,0,Cloudy,Medium,83,Medium,Decreasing,55,High
39057,13.185630825824806,80.12518847710628,0,0,0,0,0,13,Sun,2,1,39,27,12,7410,2090,24,14.02,5.94,4.3,3,1,0,Cloudy,Medium,92,Medium,Decreasing,49,Low
39058,13.357240892780583,80.59447851974234,73,25,37,6,19,5,Tue,3,0,46,44,2,8881,4154,15,1.42,8.61,6.86,18,0,1,Rain,Poor,60,Medium,Decreasing,32,High
39059,12.887490032357313,80.32231074072676,21,1,3,0,1,4,Sat,3,0,13,11,2,23428,2199,30,5.79,7.77,1.56,7,1,1,Fog,Medium,63,Low,Decreasing,44,Medium
39060,13.161432871520587,80.46255522636928,75,25,33,0,25,4,Tue,5,0,18,13,5,11856,2558,22,8.64,7.16,1.3,3,0,1,Fog,Poor,18,Low,Decreasing,23,High
39061,13.221251235493042,80.52661410062143,24,0,16,0,0,16,Wed,6,0,80,69,11,12375,3694,2,9.84,3.63,1.88,10,1,0,Cloudy,Poor,77,High,Increasing,39,Low
39062,13.064849204843423,80.2667860400055,8,2,5,1,1,18,Mon,8,1,64,46,18,9046,319,30,14.44,10.28,6.04,19,0,1,Sunny,Poor,50,Medium,Decreasing,8,Medium
39063,13.103737526131207,80.48526760949922,14,7,6,4,3,10,Fri,9,0,27,19,8,21950,4748,18,9.24,1.22,0.85,14,0,1,Sunny,Medium,15,High,Increasing,26,Low
39064,13.250287987470736,80.57672431841584,2,0,2,0,0,2,Thu,5,1,71,59,12,14425,3308,29,4.74,4.04,9.74,18,0,1,Fog,Good,37,Low,Stable,54,Low
39065,13.338184816585255,80.29482931294349,67,21,29,20,1,23,Thu,9,1,28,27,1,23569,2643,24,7.98,1.02,6.06,2,1,0,Sunny,Good,5,Low,Decreasing,56,High
39066,12.863622554383264,80.46751237732303,34,14,11,0,14,3,Tue,8,0,28,20,8,5801,1076,1,11.62,4.19,1.64,8,0,1,Sunny,Good,74,Low,Stable,23,High
39067,13.062495495649754,80.16503342733652,34,13,16,6,7,9,Thu,8,0,45,32,13,17476,3333,20,6.98,9.62,4.85,17,0,1,Rain,Good,5,High,Decreasing,56,High
39068,13.026452955189011,80.42631409811871,15,6,6,3,3,10,Wed,9,0,78,68,10,1965,4089,22,7.24,11.9,11.79,8,0,1,Cloudy,Poor,26,Low,Increasing,60,Medium
39069,13.204731962378776,80.44400376830367,24,1,16,0,1,21,Tue,7,0,19,16,3,1927,4421,0,3.56,9.58,4.86,7,1,0,Sunny,Poor,84,Low,Decreasing,28,Low
39070,13.298750077508538,80.28112538252155,67,15,42,5,10,12,Sun,11,0,58,55,3,14783,1958,28,5.8,2.04,6.99,20,1,1,Fog,Good,65,Medium,Decreasing,49,High
39071,12.88938538402799,80.52412290161212,41,9,7,2,7,15,Wed,12,1,25,24,1,5365,1047,13,13.17,10.62,6.4,18,1,1,Sunny,Good,71,Low,Increasing,20,High
